ID,Name,DisplayName,Description,GameQuality,Quality,MaxStackCount,DefaultStackCount,PriceEach,Category,IsAddon
959,"Totem_Healing 3","图腾:恢复 Ⅲ","若10秒内未受到伤害，缓慢大幅回复生命值，但水分和能量的消耗速度会提高。",4,Purple,1,1,3500,"Totem",False
960,"Totem_Healing","图腾:恢复 Ⅰ","若10秒内未受到伤害，缓慢小幅回复生命值。",2,Green,1,1,1000,"Totem",False
961,"Totem_MaxHealth 2","图腾:生命 Ⅱ","中幅提高最大生命值。",2,Green,1,1,1000,"Totem",False
962,"Totem_MaxHealth 3","图腾:生命 Ⅲ","巨幅提高最大生命值，但移动速度会略微下降。",5,Orange,1,1,6000,"Totem",False
963,"Totem_MaxHealth","图腾:生命 Ⅰ","小幅提高最大生命值。",1,White,1,1,350,"Totem",False
964,"Totem_Ninja 3","图腾:忍者 Ⅲ","大幅降低奔跑时的声音传播距离。",3,Blue,1,1,2000,"Totem",False
965,"Totem_PhysicResist 2","图腾:抗物 Ⅱ","降低受到的物理伤害。",4,Purple,1,1,3500,"Totem",False
966,"Totem_PhysicResist 3","图腾:抗物 Ⅲ","免疫流血并小幅降低受到的物理伤害。",5,Orange,1,1,6000,"Totem",False
967,"Totem_PoisonResist 2","图腾:抗毒 Ⅱ","免疫中毒。",4,Purple,1,1,3500,"Totem",False
968,"Totem_PoisonResist 3","图腾:抗毒 Ⅲ","免疫中毒并小幅降低受到的毒属性伤害。",5,Orange,1,1,6000,"Totem",False
969,"Totem_PoisonResist","图腾:抗毒 Ⅰ","降低受到的毒属性伤害。",3,Blue,1,1,2000,"Totem",False
970,"Totem_SpaceResist 2","图腾:抗空间 Ⅱ","免疫因空间属性子弹而受到的碎裂效果，但无法免疫空间风暴，且最大生命值会降低。",4,Purple,1,1,3500,"Totem",False
971,"Totem_SpaceResist 3","图腾:抗空间 Ⅲ","免疫因空间属性子弹而受到的碎裂效果，但无法免疫空间风暴。",5,Orange,1,1,6000,"Totem",False
972,"Totem_SpaceResist","图腾:抗空间 Ⅰ","降低受到的空间伤害。",3,Blue,1,1,2000,"Totem",False
973,"FaceMask_Fly_Eye","蝇蝇眼镜","蝇蝇队戴着的眼镜，特殊的构造可以让他们更轻易地发现他们的食物。",4,Blue,1,1,577,"FaceMask",False
974,"Totem_Efficiency 3","图腾:效率 Ⅲ","食物和医疗物品的效果提高。",3,Blue,1,1,2000,"Totem",False
975,"Totem_Efficiency","图腾:效率 Ⅰ","食物的效果提高。",1,White,1,1,350,"Totem",False
976,"Totem_GunControl 2","图腾:控枪 Ⅱ","大幅降低枪械的散布。",2,Green,1,1,1000,"Totem",False
977,"Totem_GunControl 3_N","图腾:控枪 Ⅲ","降低枪械的后坐力与散布。",999,Blue,1,1,2000,"Totem",False
978,"Totem_GunControl","图腾:控枪 Ⅰ","大幅降低枪械的后坐力。",1,White,1,1,350,"Totem",False
979,"Totem_GunCritDamage 2","图腾:爆头 Ⅱ","大幅提高枪械的爆头伤害。",3,Blue,1,1,100,"Totem",False
980,"Totem_GunCritDamage 3","图腾:爆头 Ⅲ","巨幅提高枪械的爆头伤害，但枪械的散布会增加。",4,Purple,1,1,3500,"Totem",False
981,"Totem_GunCritDamage","图腾:爆头 Ⅰ","提高枪械的爆头伤害。",1,White,1,1,350,"Totem",False
982,"Totem_GunDistance 2","图腾:狙击 Ⅱ","大幅提高枪械射程。",2,Green,1,1,1000,"Totem",False
983,"Totem_GunDistance 3","图腾:狙击 Ⅲ","大幅提高枪械的射程与视野距离，但移动速度会略微下降。",3,Blue,1,1,2000,"Totem",False
984,"Totem_GunDistance","图腾:狙击 Ⅰ","大幅提高视野距离。",1,White,1,1,350,"Totem",False
985,"Totem_MeleeAttack 3","图腾:战士 Ⅲ","大幅增加近战输出，但近战的暴击伤害会降低。",4,Purple,1,1,3500,"Totem",False
986,"Totem_MeleeCritRate 2","图腾:狂战 Ⅱ","近战暴击概率大幅提高。",3,Blue,1,1,2000,"Totem",False
987,"Totem_MeleeCritRate 3","图腾:狂战 Ⅲ","近战暴击概率极大幅提高，但近战伤害倍率降低。",4,Purple,1,1,3500,"Totem",False
988,"Totem_MeleeCritRate","图腾:狂战 Ⅰ","近战暴击概率提高。",1,White,1,1,350,"Totem",False
989,"Totem_SenseRange 2","图腾:感知 Ⅱ","提高感知能力。",2,Green,1,1,1000,"Totem",False
990,"Totem_SenseRange 3","图腾:感知 Ⅲ","当前感知能力越强提升越多的感知能力。",3,Blue,1,1,2000,"Totem",False
991,"Totem_SenseRange","图腾:感知 Ⅰ","小幅提高感知能力。",1,White,1,1,350,"Totem",False
992,"Totem_Speed 3","图腾:轻盈Ⅲ","大幅提高移动速度，但会持续损失生命。",5,Orange,1,1,6000,"Totem",False
993,"Totem_Speed","图腾:轻盈 Ⅰ","小幅增加移动能力。",2,Green,1,1,1000,"Totem",False
994,"Totem_Strong 2","图腾:健壮 Ⅱ","大幅增加背包容量。",3,Blue,1,1,2000,"Totem",False
995,"Totem_Strong","图腾:健壮 Ⅰ","大幅提高负重能力。",2,Green,1,1,1000,"Totem",False
996,"Aritichoke","洋蓟","高端的食材，烹饪方法也不太普通。",995,Purple,3,1,3847,"Crop",False
997,"Aubergine","茄子","请不要拿它做奇怪的事情。",992,White,3,1,362,"Crop",False
998,"Banana","香蕉","可以快速补充能量。",992,White,3,1,355,"Crop",False
999,"Cauliflower","花椰菜","热量很低，健身人士的最爱。",993,Green,3,1,1095,"Crop",False
1000,"Cherry","樱桃","红红的，很甜。",995,Purple,3,1,3892,"Crop",False
1001,"Chilli","辣椒","看起来就相当辣。",993,Green,3,1,701,"Crop",False
1002,"Coconut","椰子","开个孔就能喝到清甜的椰子水。",995,Purple,3,1,4574,"Crop",False
1003,"Corn","玉米","非常好的能量来源，很适合拿来当作主食。",992,Green,3,1,455,"Crop",False
1004,"Cucumber","黄瓜","清醒爽脆，是相当著名的负卡食物。",992,White,3,1,335,"Crop",False
1005,"Garlic","大蒜","跟肉是绝配。",991,White,3,1,150,"Crop",False
1006,"Grape","葡萄","很好吃，还能用来酿酒。",993,Green,3,1,850,"Crop",False
1007,"Leek","韭葱","长得很像大葱，但味道更柔和一些。",995,Purple,3,1,3471,"Crop",False
1008,"Lemon","柠檬","很酸，但是没有它不能搭配的饮料。",994,Blue,3,1,1764,"Crop",False
1009,"Mango","芒果","很甜，非常适合做成甜品。",994,Blue,3,1,1832,"Crop",False
1010,"Onion","洋葱","一想到要切开它，眼泪就会不自主地流下来。",991,White,3,1,192,"Crop",False
1011,"Orange","橙子","酸酸的，维生素含量很高。",993,Green,3,1,888,"Crop",False
1012,"Pear","梨","水分充足，听说还能润肺止咳。",993,Green,3,1,780,"Crop",False
1013,"Pineapple","菠萝","酸甜可口，但吃之前最好先用盐水浸泡一下。",994,Blue,3,1,1999,"Crop",False
1015,"Starfruit","杨桃","切开之后是个漂亮的五角星。",995,Purple,3,1,3835,"Crop",False
1016,"Strawberry","草莓","好看又好吃。",994,Blue,3,1,2004,"Crop",False
1017,"Tomato","西红柿","非常万能的蔬菜，能做各种各样的料理，直接吃味道也相当不错。",991,White,3,1,194,"Crop",False
1018,"Watermelon","西瓜","没有西瓜的夏天是不完整的。",994,Blue,3,1,1986,"Crop",False
1019,"Seed_Apple","苹果的种子","能种出苹果。",992,White,5,1,159,"Seed",False
1020,"Seed_Aritichoke","洋蓟的种子","能种出洋蓟。",995,Green,5,1,912,"Seed",False
1021,"Seed_Aubergine","茄子的种子","能种出茄子。",992,White,5,1,168,"Seed",False
1022,"Seed_Banana","香蕉的种子","能种出香蕉。",992,White,5,1,153,"Seed",False
1023,"Seed_Carrot","胡萝卜的种子","能种出胡萝卜。",991,White,5,1,62,"Seed",False
1024,"Seed_Cauliflower","花椰菜的种子","能种出花椰菜。",993,Green,5,1,402,"Seed",False
1025,"Seed_Cherry","樱桃的种子","能种出樱桃。",995,Green,5,1,982,"Seed",False
1026,"Seed_Chilli","辣椒的种子","能种出辣椒。",993,White,5,1,278,"Seed",False
1027,"Seed_Coconut","椰子的种子","能种出椰子。",995,Green,5,1,1129,"Seed",False
1028,"Seed_Corn","玉米的种子","能种出玉米。",992,White,5,1,194,"Seed",False
1029,"Seed_Cucumber","黄瓜的种子","能种出黄瓜。",992,White,5,1,153,"Seed",False
1030,"Seed_Garlic","大蒜的种子","能种出大蒜。",991,White,5,1,75,"Seed",False
1031,"Seed_Grape","葡萄的种子","能种出葡萄。",993,White,5,1,343,"Seed",False
1032,"Seed_Leek","韭葱的种子","能种出韭葱。",995,Green,5,1,858,"Seed",False
1033,"Seed_Lemon","柠檬的种子","能种出柠檬。",994,Green,5,1,533,"Seed",False
1034,"Seed_Mango","芒果的种子","能种出芒果。",994,Green,5,1,571,"Seed",False
1035,"Seed_Onion","洋葱的种子","能种出洋葱。",991,White,5,1,103,"Seed",False
1036,"Seed_Orange","橙子的种子","能种出橙子。",993,White,5,1,355,"Seed",False
1037,"Seed_Pear","梨的种子","能种出梨。",993,White,5,1,303,"Seed",False
1038,"Seed_Pineapple","菠萝的种子","能种出菠萝。",994,Green,5,1,629,"Seed",False
1039,"Seed_Potato","土豆的种子","能种出土豆。",991,White,5,1,114,"Seed",False
1040,"Seed_Pumpkin","南瓜的种子","能种出南瓜。",993,White,5,1,310,"Seed",False
1041,"Seed_Starfruit","杨桃的种子","能种出杨桃。",995,Green,5,1,965,"Seed",False
1042,"Seed_Strawberry","草莓的种子","能种出草莓。",994,Green,5,1,608,"Seed",False
1043,"Seed_Tomato","西红柿的种子","能种出西红柿。",991,White,5,1,95,"Seed",False
1044,"Seed_Watermelon","西瓜的种子","能种出西瓜。",994,Green,5,1,660,"Seed",False
1045,"Key_GroundZero_NavigationBoss","保险箱钥匙","打开零号区某处保险箱的钥匙。",2,Green,1,1,768,"SpecialKey",False
1046,"Quest_DefenceShield","防御力场发生器","能够产生高能防御力场，用于解决星际航行中的那些太空垃圾的威胁。",6,Orange,1,1,5000,"Quest",False
1047,"Quest_DeliverBox_DestoryOnBase_881","快递","赶紧送到收货人那！可别带回基地了！",3,White,1,1,1,"Quest",False
1048,"Quest_DeliverBox_DestoryOnBase_882","快递","赶紧送到收货人那！可别带回基地了！",3,White,1,1,1,"Quest",False
1049,"Quest_DeliverBox_DestoryOnBase_883","快递","赶紧送到收货人那！可别带回基地了！",3,White,1,1,1,"Quest",False
1050,"Quest_DeliverBox_DestoryOnBase_884","快递","赶紧送到收货人那！可别带回基地了！",3,White,1,1,1,"Quest",False
1051,"Quest_DeliverBox_DestoryOnBase_885","快递","赶紧送到收货人那！可别带回基地了！",3,White,1,1,1,"Quest",False
1052,"Quest_DeliverBox_DestoryOnBase_886","快递","赶紧送到收货人那！可别带回基地了！",3,White,1,1,1,"Quest",False
1053,"Quest_DeliverBox_DestoryOnBase_885_2","快递","赶紧送到收货人那！可别带回基地了！",3,White,1,1,1,"Quest",False
1054,"Quest_DeliverBox_DestoryOnBase_887","快递","赶紧送到收货人那！可别带回基地了！",3,White,1,1,1,"Quest",False
1055,"AR_AK47_Quest","特制AK47","特制的AK47，无法带回基地。",999,White,1,1,1,"Weapon",False
1056,"AR_AUGA3_Quest","特制StG 77A3","特制的StG 77A3，无法带回基地。",999,White,1,1,1,"Weapon",False
1057,"BR_M14_Quest","特制M14","特制的M14，无法带回基地。",999,White,1,1,1,"Weapon",False
1058,"PST_Glick_Quest","特制格力克","特制的格力克，无法带回基地。",999,White,1,1,1,"Weapon",False
1059,"SHT_MP155_Quest","特制MP-155","特制的MP-155，无法带回基地。",999,White,1,1,1,"Weapon",False
1060,"SMG_SR3M_Quest","特制SR-3M","特制的SR-3M，无法带回基地。",999,White,1,1,1,"Weapon",False
1061,"Sniper_Mosin_Quest","特制Mosin-Nagant","特制的莫辛纳甘，无法带回基地。",999,White,1,1,1,"Weapon",False
1062,"Quest_Letter_StudentList","毕业生名单","这所学校的毕业生名单。",2,White,1,1,1,"Quest",False
1063,"Key_Farm_HeadMasterRoom","校长室钥匙","农场镇学校校长室的钥匙。",4,White,1,1,136,"Key",False
1064,"Quest_NBDetergent","特种洁厕灵","使用了特殊配方，洗厕所特别干净。",1,White,1,1,1,"Quest",False
1065,"Quest_Farm_SpecialDrugs_1","腿疼特效药","可以治疗腿疼的特效药，看成分好像就是钙片。",1,White,1,1,50,"Quest",False
1066,"Quest_Farm_SpecialDrugs_2","手疼特效药","可以治疗手指尖疼的靶向药，但除了这个，标签上什么都没写。",1,White,1,1,50,"Quest",False
1067,"Quest_Farm_SpecialDrugs_3","头疼特效药","对头疼特别有效的药，反正标签上是这么写的。",1,White,1,1,50,"Quest",False
1068,"Quest_Farm_SpecialDrugs_4","特效止疼药","止疼的特效药，吃下去不只是疼，可以说所有感觉都会失去。",1,White,1,1,50,"Quest",False
1069,"Quest_Farm_SpecialDrugs_5","强效蛋白粉","双倍吸收力的蛋白粉，说明书上这么写的。",1,White,1,1,50,"Quest",False
1070,"Injection_FireResist","火抗性针","一段时间内受到的火属性伤害降低。",3,Green,3,1,648,"Injector",False
1071,"Injection_PoisonResist","毒抗性针","一段时间内受到的毒属性伤害降低。",3,Green,3,1,648,"Injector",False
1072,"Injection_SpaceResist","空间抗性针","一段时间内受到的空间属性伤害降低，但无法抵御空间风暴。",3,Green,3,1,648,"Injector",False
1073,"Quest_HeavyWheel","沉重的轮胎","非常重，无法带回基地。",1,White,1,1,1,"Quest",False
1074,"Bat","棒球棍","很常见的木制棒球棍。",3,Green,1,1,689,"Weapon",False
1075,"NailBat","带钉棒球棍","改造了的棒球棍，看着打人就很疼。",5,Purple,1,1,3669,"Weapon",False
1076,"BP_Bullet_Poop_Normal","蓝图：屎弹","用于制造屎弹的蓝图。",9,White,1,1,50,"Formula",False
1077,"Armor_FireLandProtect","石棉工作服","用石棉制成的防火工作服，穿着一整套可以不受到地面上火焰的伤害。",3,Green,1,1,1575,"Armor",False
1078,"Helmat_FireLandProtect","石棉工作头盔","用石棉制成的防火工作头盔，穿着一整套可以不受到地面上火焰的伤害。",3,Green,1,1,861,"Helmat",False
1079,"Armor_ElecLandProtect","橡胶工作服","用橡胶制成的防电工作服，穿上后可以不受到地面上电流的伤害。",3,Green,1,1,1265,"Armor",False
1080,"Backpack_SBossElec_ResSpace","比利背包","实验体比利比利穿着的背包，能提高对电和空间属性的防御能力。",7,LightRed,1,1,2235,"Backpack",False
1081,"Backpack_SBossFire_ResElec","啪啦背包","实验体啪啦啪啦穿着的背包，能提高对火和电属性的防御能力。",7,LightRed,1,1,2235,"Backpack",False
1082,"Backpack_SBossPoison_LowDurResFire","咕噜背包","实验体咕噜咕噜穿着的背包，能提高对火和毒属性的防御能力。",7,LightRed,1,1,2235,"Backpack",False
1083,"Helmat_Egg","碎蛋壳","破碎的蛋壳，里面还残留了一些蛋清。相当大，可以戴在头上。",2,Green,1,1,15,"Helmat",False
1084,"Key_Apartment102","员工公寓102钥匙","员工公寓的钥匙，应该可以打开102的门。",2,Green,1,1,655,"Key",False
1085,"Key_Apartment105","员工公寓105钥匙","员工公寓的钥匙，应该可以打开105的门。",3,Green,1,1,655,"Key",False
1086,"Key_Apartment101","员工公寓101钥匙","员工公寓的钥匙，应该可以打开101的门。",3,Green,1,1,655,"Key",False
1087,"Key_Dormitory101","宿舍楼101钥匙","一把宿舍楼的钥匙。也许可以打开101的门。",3,White,1,1,350,"Key",False
1088,"FutureConsoleController","未来控制器","未来主机的手柄，把它安上才能开始玩游戏。",6,Orange,1,1,5166,"MiniGame",False
1089,"SHT_TOZ66_Fire","TOZ-66龙息","装备了龙息弹药的TOZ-66，能够发射灼烧敌人的子弹。",9,Purple,1,1,2435,"Weapon",False
1090,"GPUSLI","显示卡SLI","将3张显卡用相当先进的方法结合在一起，虽然会损失一些总体性能，但可以把它们装进一个矿机插槽里。",7,Red,1,1,64308,"ComputerParts_GPU",False
1091,"BP_GPUSLI","显示卡SLI","在工作台解锁显示卡SLI制作的蓝图，方法简单明了，即使没有电子工程知识也能看懂。",5,Orange,1,1,50,"Formula",False
1092,"Quest_916_ElectricParts_Ming","一堆电子零件","一大堆电子原件。",3,White,1,1,10,"Quest",False
1093,"Armor_FC","高手护甲","游戏高手的象征。",6,Orange,1,1,1265,"Armor",False
1094,"BP_ColorMonitor","蓝图：彩色显示器","用于在工作台制造彩色显示器的蓝图。",6,White,1,1,50,"Formula",False
1095,"FishingRod_LV2","好钓竿","还算不错的钓竿。",3,Blue,1,1,1287,"Tool",False
1096,"FishingRod_LV3","厉害钓竿","非常厉害的钓竿。",4,Purple,1,1,4287,"Tool",False
1097,"Fish_Black_Snapper","绿鲷鱼","体型很平常，但深绿色相当少见。",992,Green,1,1,1066,"Fish",False
1098,"Fish_Blue_Damselfish","蓝雀鲷鱼","很活泼，爱东游西窜的。",992,Green,1,1,996,"Fish",False
1099,"Fish_Blue_Jack_Mackerel","青南乳鱼","细细长长，一般成群活动。",3,Blue,1,1,1715,"Fish",False
1100,"Fish_Blue_Mackerel","蓝鲭鱼","身体呈流线型，游得非常快。",991,Green,1,1,506,"Fish",False
1101,"Fish_Blue_Marlin","蓝枪鱼","鱼嘴又长又粗，看起来很威风。",994,Purple,1,1,3762,"Fish",False
1102,"Fish_Blue_Sailfish","蓝旗鱼","尖尖的嘴巴，背鳍像旗子。",994,Purple,1,1,4107,"Fish",False
1103,"Fish_Blue_Tang","蓝吊鱼","通体是亮眼的蓝色，身体扁平，相当活泼。",992,Green,1,1,805,"Fish",False
1104,"Fish_Brown_and_White_Grunt","棕白石鲈","身体呈棕白色的斑纹，常成群活动。",3,Blue,1,1,2063,"Fish",False
1105,"Fish_Brown_Mullet","棕梭鱼","体型不大，但游起来很猛。",992,Green,1,1,1128,"Fish",False
1106,"Fish_Brown_Sardine","棕沙丁鱼","在水里喜欢密密麻麻聚在一起，在水面上看着像一整条大鱼。",1,Green,1,1,497,"Fish",False
1107,"Fish_Golden_Fish","黄金鱼","虽然只是黄色的金鱼，但是名字非常讨喜。",996,LightRed,1,1,12300,"Fish",False
1108,"Fish_Green_Cod","绿胖头鱼","圆滚滚的，肉嫩嫩的，吃起来口感不错。",993,Blue,1,1,1640,"Fish",False
1109,"Fish_Green_Triggerfish","绿背鳙鱼","鱼鳞硬硬的，嘴巴方方的，有点呆萌。",3,Blue,1,1,1578,"Fish",False
1110,"Fish_Green_Yellow_Porcupinefish","绿黄鲀","身体上绿一块黄一块的。",993,Blue,1,1,2057,"Fish",False
1111,"Fish_Grey_Catshark","蓝猫鲨鱼","体型不大，性子温和，看着不凶。",995,Orange,1,1,6084,"Fish",False
1112,"Fish_Orange_Greenfin_Fish","橙青鳍鱼","鱼鳍带点青绿色，与橙色的身体形成了鲜明的对比。",994,Purple,1,1,4113,"Fish",False
1113,"Fish_Orange_Squirrelfish","橙金鳞鱼","拥有亮晶晶的鳞片，很亮眼。",994,Purple,1,1,2979,"Fish",False
1114,"Fish_Pink_Clownfish","粉金鱼","看着特别可爱，让人忍不住多看几眼。",1,Green,1,1,525,"Fish",False
1115,"Fish_Purple_Damselfish","紫雀鲷鱼","体型很小，通体紫色，性情很活跃。",2,Green,1,1,814,"Fish",False
1116,"Fish_Redfin_Flamefish","粉鳍火焰鱼","鱼鳍形似火焰，观赏性很强。",994,Purple,1,1,3798,"Fish",False
1117,"Fish_Redfin_Snapper","红鳍鲷鱼","红色的鱼鳍相当显眼。",992,Green,1,1,785,"Fish",False
1118,"Fish_Red_Banded_Fish","红九间鱼","身上带几道深色条纹，喜欢成群结队。",2,Green,1,1,983,"Fish",False
1119,"Fish_Red_Goldfish","红金鱼","常见的观赏鱼，相当招人喜欢。",1,Green,1,1,515,"Fish",False
1120,"Fish_Red_Grouper","大眼红鱼","肉吃起来特别鲜美，味道很棒。",3,Blue,1,1,1835,"Fish",False
1121,"Fish_Red_Spotted_Grouper","红斑鱼","带点小斑点，是挺名贵的鱼。",995,Orange,1,1,6534,"Fish",False
1122,"Fish_White_Angelfish","白燕鱼","鱼鳍较宽，像燕子的翅膀。",992,Green,1,1,1108,"Fish",False
1123,"Fish_White_Cod","大头金鱼","白白胖胖，肉特别鲜美。",1,Green,1,1,492,"Fish",False
1124,"Fish_White_Perch","白扁鱼","相当有名的食用鱼。",2,Green,1,1,1006,"Fish",False
1125,"Fish_Yellow_Green_Snapper","黄绿鲷","黄绿相间，颜色相当特别。",994,Purple,1,1,3807,"Fish",False
1126,"Fish_Yellow_Porcupinefish","绿刺豚","身上带刺，受惊吓了会鼓成个刺球。",2,Green,1,1,970,"Fish",False
1127,"BP_SHT_TOZ66_Fire","蓝图：TOZ-66龙息","用于在工作台研发武器：TOZ-66龙息。",7,Blue,1,1,1500,"Formula",False
1128,"PST_Glick_Space","空间格力克","小明用特殊的方法注入了空间能量的格力克，虽然其他方面没有提升，但可以使射出的子弹变为空间属性。",7,Orange,1,1,5150,"Weapon",False
1130,"Backpack_FC","高手背包","游戏高手的象征。",6,Orange,1,1,2235,"Backpack",False
1131,"ArtichokeFloret","洋蓟瓣","一小簇洋蓟，很多鱼都很喜欢。",95,White,3,1,212,"Bait",False
1132,"CornKernel","玉米粒","*Item_CornKernel_Desc*",95,White,3,1,212,"Bait",False
1133,"DicedMango","芒果丁","*Item_DicedMango_Desc*",95,White,3,1,212,"Bait",False
1134,"Earthworm","蚯蚓","活的。",1,White,5,1,212,"Bait",False
1135,"GrapeGrain","葡萄粒","*Item_GrapeGrain_Desc*",95,White,3,1,212,"Bait",False
1136,"Helmat_PeakedCap","鸭舌帽","钓鱼佬的最爱。",5,Purple,1,1,965,"Helmat",False
1137,"ArmorLV5_3","五级重型防弹衣","重且结实。",5,Orange,1,1,9323,"Armor",False
1138,"ArmorLV4_3","四级重型防弹衣","耐久度很好，性价比很高的防弹衣，但在装载能力上做出了一定的妥协。",4,Purple,1,1,4808,"Armor",False
1139,"ArmorLV3_2","三级重型防弹衣","更重，但也更持久。",3,Blue,1,1,2929,"Armor",False
1140,"ArmorLV4_2","四级作战防弹衣","重量较轻，还拥有相当多的口袋。",4,Purple,1,1,3782,"Armor",False
1141,"ArmorLV5_2","五级作战防弹衣","各项能力都相当均衡，就感觉有点小贵。",5,Orange,1,1,8158,"Armor",False
1142,"ArmorLV3_3","三级作战防弹衣","在重量、耐久度方面表现相当平衡的防弹衣。",3,Blue,1,1,2485,"Armor",False
1143,"HelmatLV1_2","坦克头盔","有一定的防护能力，但因为把耳朵也罩住了，会影响听力。",1,White,1,1,97,"Helmat",False
1144,"HelmatLV2_2","二级轻型头盔","佩戴起来相当稳固。",2,Green,1,1,473,"Helmat",False
1145,"HelmatLV3_2","三级轻型头盔","加厚了的制式装备，有更高的耐久度，但也会更重一些。",3,Blue,1,1,1479,"Helmat",False
1146,"HelmatLV3_UN","维和头盔","特殊的轻量化设计，在保证了耐久度的同时，重量也更轻了。",3,Blue,1,1,1893,"Helmat",False
1147,"HelmatLV4_2","四级防弹头盔","在防护性能和舒适度上表现都非常优秀。",4,Purple,1,1,3444,"Helmat",False
1148,"HelmatLV5_1Hear","五级轻型头盔","在防护性能、轻量化、耐久性、成本方面表现都相当优秀，但特殊的造型使得佩戴耳机相当不便。",5,Orange,1,1,3787,"Helmat",False
1149,"HelmatLV5_2","五级作战头盔","比较重，但防护性能相当出色的头盔。",5,Orange,1,1,6554,"Helmat",False
1150,"Key_HiddenWarehouse_Cellar_Fork","地窖岔路钥匙","地窖中一处岔路的钥匙。",5,Blue,1,1,1952,"Key",False
1151,"Key_Defense_System","防空系统密钥","用于激活防空系统的控制权限，防空系统就位于风暴区。",7,Orange,1,1,6000,"SpecialKey",False
1152,"Grenade_SpaceBoss","*Item_Grenade_SpaceBoss*","*Item_Grenade_SpaceBoss_Desc*",9,Green,1,1,580,"Special",False
1153,"Grenade_SpaceBoss_2","*Item_Grenade_SpaceBoss*","*Item_Grenade_SpaceBoss_Desc*",9,Green,1,1,580,"Special",False
1154,"FishingBait","鱼饵","复合调配，各种鱼都很喜欢。",2,White,5,1,377,"Bait",False
1155,"BP_ElecGrenade","蓝图：电击手雷","用于制造电击手雷的蓝图。",1,White,1,1,50,"Formula",False
1156,"BP_FireGrenade","蓝图：燃烧弹","用于制造燃烧弹的蓝图。",1,White,1,1,50,"Formula",False
1157,"BP_ToxGrenade","蓝图：毒雾弹","用于制造毒雾弹的蓝图。",1,White,1,1,50,"Formula",False
1158,"Aquarium","水族箱","*Item_Aquarium_Desc*",2,Orange,1,1,500,"Special",False
1159,"BP_BR_Storm_Space","蓝图：风暴枪","用于在工作台研发武器：风暴枪。",7,Blue,1,1,1500,"Formula",False
1160,"Formula_FishingBait","配方：鱼饵","在工作台制作鱼饵的配方。",99,Green,1,1,655,"Formula",False
1161,"BP_Bullet_PWL_L","蓝图：大型能量弹","用于制造大型能量弹的蓝图。",9,White,1,1,50,"Formula",False
1162,"Bullet_PWS_H","强化小能量弹","强化了穿甲能力的小能量弹。",9,Blue,240,30,180,"Bullet",False
1163,"ArmorLV1StormProtection","风暴工作服","使用特殊材质制造的工作服，虽然抵挡子弹的能力很差，但穿上一整套可以抵御空间风暴早期的扰动。",3,Blue,1,1,1288,"Armor",False
1164,"Quest_Blueprint_ShipSpace","神秘飞船图纸","看不懂的图纸，好像是用来制造飞船的某个部件。",4,White,1,1,50,"Quest",False
1165,"BlueCube","蓝色方块","神秘的蓝色方块，有种熟悉的感觉。",3,Blue,9999,1,10,"Special",False
1166,"Backpack_Cubbe","方块收集装置","用来收集和储存蓝色方块的容器，使用说明书上写着可以存储灵魂能量。",7,LightRed,1,1,5288,"Backpack",False
1167,"BP_FishingRod_LV2","蓝图：好钓竿","用于在工作台制造好钓竿的蓝图。",6,Green,1,1,500,"Formula",False
1168,"BP_FishingRod_LV3","蓝图：厉害钓竿","用于在工作台制造厉害钓竿的蓝图。",6,Green,1,1,500,"Formula",False
1169,"Key_JLab_MiniGameCartriage","J-Lab放映室钥匙","J-Lab实验室内某处放映室的钥匙，平时研究员会在里面放松放松。",5,Purple,1,1,2680,"Key",False
1170,"fiber_Lv2","高级有机纤维","更结实的有机纤维，经常被用来制作轻型防弹衣。",3,Green,10,1,428,"Tool",False
1171,"fiber_Lv3","顶级有机纤维","防护性能非常顶尖的有机纤维，常用来制造顶级的防弹衣与头盔。",4,Blue,10,1,1289,"Tool",False
1172,"Knife_01_Blade","小直刀","使用轻量化材料制作，非常轻便。",2,Purple,1,1,3997,"Weapon",False
1173,"Knife_02_Short","木柄短刀","普通的木柄短刀。",1,Blue,1,1,1367,"Weapon",False
1174,"Knife_03_Knuckle","指虎刀","带有弹簧刀刃的指虎。",5,Red,1,1,41667,"Weapon",False
1175,"Knife_04_Karambit","爪刀","刀刃全是蓝色，看上去就很贵。",6,Red,1,1,201680,"Weapon",False
1176,"Knife_06_Gurkhakukri","廓尔喀弯刀","经典的刀型很容易砍出血来。",4,Red,1,1,25678,"Weapon",False
1177,"Knife_07_Bayonet","战术刺刀","制式的军用刺刀。",1,Orange,1,1,8645,"Weapon",False
1178,"KnifeBox","战术刀具箱","里面可能放着各种各样的刀具，请适度消费。",5,Orange,1,1,5000,"Luxury",False
1179,"Formula_KnifeBox","配方：战术刀具箱","在工作台制作战术刀具箱的配方。",99,Green,1,1,429,"Formula",False
1180,"CandyCan","自制糖果","甜食令人快乐。",3,Green,1,1,470,"Food",False
1181,"Candy","棒棒糖","比赛前舔一舔，甜甜的，好吃。",1,White,3,1,101,"Food",False
1182,"PeaceStar","和平星","愿世界和平！",5,LightRed,1,1,10127,"Gem",False
1183,"FakePeaceStar","和平星","已经化作了粉末。",1,Green,1,1,970,"Luxury",False
1184,"GunPowderLv5","高级火药","杂质更少，威力更高。",995,Purple,300,30,10,"Special",False
