ID,Name,DisplayName,Description,Quality,MaxStackCount,DefaultStackCount,PriceEach,Category
1024,"Seed_Cauliflower","花椰菜的种子","能种出花椰菜。",993,5,1,402,"Seed"
1025,"Seed_Cherry","樱桃的种子","能种出樱桃。",995,5,1,982,"Seed"
1026,"Seed_Chilli","辣椒的种子","能种出辣椒。",993,5,1,278,"Seed"
1027,"Seed_Coconut","椰子的种子","能种出椰子。",995,5,1,1129,"Seed"
1028,"Seed_Corn","玉米的种子","能种出玉米。",992,5,1,194,"Seed"
1029,"Seed_Cucumber","黄瓜的种子","能种出黄瓜。",992,5,1,153,"Seed"
1030,"Seed_Garlic","大蒜的种子","能种出大蒜。",991,5,1,75,"Seed"
1031,"Seed_Grape","葡萄的种子","能种出葡萄。",993,5,1,343,"Seed"
1032,"Seed_Leek","韭葱的种子","能种出韭葱。",995,5,1,858,"Seed"
1033,"Seed_Lemon","柠檬的种子","能种出柠檬。",994,5,1,533,"Seed"
1034,"Seed_Mango","芒果的种子","能种出芒果。",994,5,1,571,"Seed"
1035,"Seed_Onion","洋葱的种子","能种出洋葱。",991,5,1,103,"Seed"
1036,"Seed_Orange","橙子的种子","能种出橙子。",993,5,1,355,"Seed"
1037,"Seed_Pear","梨的种子","能种出梨。",993,5,1,303,"Seed"
1038,"Seed_Pineapple","菠萝的种子","能种出菠萝。",994,5,1,629,"Seed"
1039,"Seed_Potato","土豆的种子","能种出土豆。",991,5,1,114,"Seed"
1040,"Seed_Pumpkin","南瓜的种子","能种出南瓜。",993,5,1,310,"Seed"
1041,"Seed_Starfruit","杨桃的种子","能种出杨桃。",995,5,1,965,"Seed"
1042,"Seed_Strawberry","草莓的种子","能种出草莓。",994,5,1,608,"Seed"
1043,"Seed_Tomato","西红柿的种子","能种出西红柿。",991,5,1,95,"Seed"
1044,"Seed_Watermelon","西瓜的种子","能种出西瓜。",994,5,1,660,"Seed"
1045,"Key_GroundZero_NavigationBoss","保险箱钥匙","打开零号区某处保险箱的钥匙。",2,1,1,768,"SpecialKey"
1046,"Quest_DefenceShield","防御力场发生器","能够产生高能防御力场，用于解决星际航行中的那些太空垃圾的威胁。",6,1,1,5000,"Quest"
1047,"Quest_DeliverBox_DestoryOnBase_881","快递","赶紧送到收货人那！可别带回基地了！",3,1,1,1,"Quest"
1048,"Quest_DeliverBox_DestoryOnBase_882","快递","赶紧送到收货人那！可别带回基地了！",3,1,1,1,"Quest"
1049,"Quest_DeliverBox_DestoryOnBase_883","快递","赶紧送到收货人那！可别带回基地了！",3,1,1,1,"Quest"
1050,"Quest_DeliverBox_DestoryOnBase_884","快递","赶紧送到收货人那！可别带回基地了！",3,1,1,1,"Quest"
1051,"Quest_DeliverBox_DestoryOnBase_885","快递","赶紧送到收货人那！可别带回基地了！",3,1,1,1,"Quest"
1052,"Quest_DeliverBox_DestoryOnBase_886","快递","赶紧送到收货人那！可别带回基地了！",3,1,1,1,"Quest"
1053,"Quest_DeliverBox_DestoryOnBase_885_2","快递","赶紧送到收货人那！可别带回基地了！",3,1,1,1,"Quest"
1054,"Quest_DeliverBox_DestoryOnBase_887","快递","赶紧送到收货人那！可别带回基地了！",3,1,1,1,"Quest"
1055,"AR_AK47_Quest","特制AK47","特制的AK47，无法带回基地。",999,1,1,1,"Weapon"
1056,"AR_AUGA3_Quest","特制StG 77A3","特制的StG 77A3，无法带回基地。",999,1,1,1,"Weapon"
1057,"BR_M14_Quest","特制M14","特制的M14，无法带回基地。",999,1,1,1,"Weapon"
1058,"PST_Glick_Quest","特制格力克","特制的格力克，无法带回基地。",999,1,1,1,"Weapon"
1059,"SHT_MP155_Quest","特制MP-155","特制的MP-155，无法带回基地。",999,1,1,1,"Weapon"
1060,"SMG_SR3M_Quest","特制SR-3M","特制的SR-3M，无法带回基地。",999,1,1,1,"Weapon"
1061,"Sniper_Mosin_Quest","特制Mosin-Nagant","特制的莫辛纳甘，无法带回基地。",999,1,1,1,"Weapon"
1062,"Quest_Letter_StudentList","毕业生名单","这所学校的毕业生名单。",2,1,1,1,"Quest"
1063,"Key_Farm_HeadMasterRoom","校长室钥匙","农场镇学校校长室的钥匙。",4,1,1,136,"Key"
1064,"Quest_NBDetergent","特种洁厕灵","使用了特殊配方，洗厕所特别干净。",1,1,1,1,"Quest"
1065,"Quest_Farm_SpecialDrugs_1","腿疼特效药","可以治疗腿疼的特效药，看成分好像就是钙片。",1,1,1,50,"Quest"
1066,"Quest_Farm_SpecialDrugs_2","手疼特效药","可以治疗手指尖疼的靶向药，但除了这个，标签上什么都没写。",1,1,1,50,"Quest"
1067,"Quest_Farm_SpecialDrugs_3","头疼特效药","对头疼特别有效的药，反正标签上是这么写的。",1,1,1,50,"Quest"
1068,"Quest_Farm_SpecialDrugs_4","特效止疼药","止疼的特效药，吃下去不只是疼，可以说所有感觉都会失去。",1,1,1,50,"Quest"
1069,"Quest_Farm_SpecialDrugs_5","强效蛋白粉","双倍吸收力的蛋白粉，说明书上这么写的。",1,1,1,50,"Quest"
1070,"Injection_FireResist","火抗性针","一段时间内受到的火属性伤害降低。",3,3,1,648,"Injector"
1071,"Injection_PoisonResist","毒抗性针","一段时间内受到的毒属性伤害降低。",3,3,1,648,"Injector"
1072,"Injection_SpaceResist","空间抗性针","一段时间内受到的空间属性伤害降低，但无法抵御空间风暴。",3,3,1,648,"Injector"
1073,"Quest_HeavyWheel","沉重的轮胎","非常重，无法带回基地。",1,1,1,1,"Quest"
1074,"Bat","棒球棍","很常见的木制棒球棍。",3,1,1,689,"Weapon"
1075,"NailBat","带钉棒球棍","改造了的棒球棍，看着打人就很疼。",5,1,1,3669,"Weapon"
1076,"BP_Bullet_Poop_Normal","蓝图：屎弹","用于制造屎弹的蓝图。",9,1,1,50,"Formula"
1077,"Armor_FireLandProtect","石棉工作服","用石棉制成的防火工作服，穿着一整套可以不受到地面上火焰的伤害。",3,1,1,1575,"Armor"
1078,"Helmat_FireLandProtect","石棉工作头盔","用石棉制成的防火工作头盔，穿着一整套可以不受到地面上火焰的伤害。",3,1,1,861,"Helmat"
1079,"Armor_ElecLandProtect","橡胶工作服","用橡胶制成的防电工作服，穿上后可以不受到地面上电流的伤害。",3,1,1,1265,"Armor"
1080,"Backpack_SBossElec_ResSpace","比利背包","实验体比利比利穿着的背包，能提高对电和空间属性的防御能力。",7,1,1,2235,"Backpack"
1081,"Backpack_SBossFire_ResElec","啪啦背包","实验体啪啦啪啦穿着的背包，能提高对火和电属性的防御能力。",7,1,1,2235,"Backpack"
1082,"Backpack_SBossPoison_LowDurResFire","咕噜背包","实验体咕噜咕噜穿着的背包，能提高对火和毒属性的防御能力。",7,1,1,2235,"Backpack"
1083,"Helmat_Egg","碎蛋壳","破碎的蛋壳，里面还残留了一些蛋清。相当大，可以戴在头上。",2,1,1,15,"Helmat"
1084,"Key_Apartment102","员工公寓102钥匙","员工公寓的钥匙，应该可以打开102的门。",2,1,1,655,"Key"
1085,"Key_Apartment105","员工公寓105钥匙","员工公寓的钥匙，应该可以打开105的门。",3,1,1,655,"Key"
1086,"Key_Apartment101","员工公寓101钥匙","员工公寓的钥匙，应该可以打开101的门。",3,1,1,655,"Key"
1087,"Key_Dormitory101","宿舍楼101钥匙","一把宿舍楼的钥匙。也许可以打开101的门。",3,1,1,350,"Key"
1088,"FutureConsoleController","未来控制器","未来主机的手柄，把它安上才能开始玩游戏。",6,1,1,5166,"MiniGame"
1089,"SHT_TOZ66_Fire","TOZ-66龙息","装备了龙息弹药的TOZ-66，能够发射灼烧敌人的子弹。",9,1,1,2435,"Weapon"
1090,"GPUSLI","显示卡SLI","将3张显卡用相当先进的方法结合在一起，虽然会损失一些总体性能，但可以把它们装进一个矿机插槽里。",7,1,1,64308,"ComputerParts_GPU"
1091,"BP_GPUSLI","显示卡SLI","在工作台解锁显示卡SLI制作的蓝图，方法简单明了，即使没有电子工程知识也能看懂。",5,1,1,50,"Formula"
1092,"Quest_916_ElectricParts_Ming","一堆电子零件","一大堆电子原件。",3,1,1,10,"Quest"
1093,"Armor_FC","高手护甲","游戏高手的象征。",6,1,1,1265,"Armor"
1094,"BP_ColorMonitor","蓝图：彩色显示器","用于在工作台制造彩色显示器的蓝图。",6,1,1,50,"Formula"
1095,"FishingRod_LV2","好钓竿","还算不错的钓竿。",3,1,1,1287,"Tool"
1096,"FishingRod_LV3","厉害钓竿","非常厉害的钓竿。",4,1,1,4287,"Tool"
1097,"Fish_Black_Snapper","绿鲷鱼","体型很平常，但深绿色相当少见。",992,1,1,1066,"Fish"
1098,"Fish_Blue_Damselfish","蓝雀鲷鱼","很活泼，爱东游西窜的。",992,1,1,996,"Fish"
1099,"Fish_Blue_Jack_Mackerel","青南乳鱼","细细长长，一般成群活动。",3,1,1,1715,"Fish"
1100,"Fish_Blue_Mackerel","蓝鲭鱼","身体呈流线型，游得非常快。",991,1,1,506,"Fish"
1101,"Fish_Blue_Marlin","蓝枪鱼","鱼嘴又长又粗，看起来很威风。",994,1,1,3762,"Fish"
1102,"Fish_Blue_Sailfish","蓝旗鱼","尖尖的嘴巴，背鳍像旗子。",994,1,1,4107,"Fish"
1103,"Fish_Blue_Tang","蓝吊鱼","通体是亮眼的蓝色，身体扁平，相当活泼。",992,1,1,805,"Fish"
1104,"Fish_Brown_and_White_Grunt","棕白石鲈","身体呈棕白色的斑纹，常成群活动。",3,1,1,2063,"Fish"
1105,"Fish_Brown_Mullet","棕梭鱼","体型不大，但游起来很猛。",992,1,1,1128,"Fish"
1106,"Fish_Brown_Sardine","棕沙丁鱼","在水里喜欢密密麻麻聚在一起，在水面上看着像一整条大鱼。",1,1,1,497,"Fish"
1107,"Fish_Golden_Fish","黄金鱼","虽然只是黄色的金鱼，但是名字非常讨喜。",996,1,1,12300,"Fish"
1108,"Fish_Green_Cod","绿胖头鱼","圆滚滚的，肉嫩嫩的，吃起来口感不错。",993,1,1,1640,"Fish"
1109,"Fish_Green_Triggerfish","绿背鳙鱼","鱼鳞硬硬的，嘴巴方方的，有点呆萌。",3,1,1,1578,"Fish"
1110,"Fish_Green_Yellow_Porcupinefish","绿黄鲀","身体上绿一块黄一块的。",993,1,1,2057,"Fish"
1111,"Fish_Grey_Catshark","蓝猫鲨鱼","体型不大，性子温和，看着不凶。",995,1,1,6084,"Fish"
1112,"Fish_Orange_Greenfin_Fish","橙青鳍鱼","鱼鳍带点青绿色，与橙色的身体形成了鲜明的对比。",994,1,1,4113,"Fish"
1113,"Fish_Orange_Squirrelfish","橙金鳞鱼","拥有亮晶晶的鳞片，很亮眼。",994,1,1,2979,"Fish"
1114,"Fish_Pink_Clownfish","粉金鱼","看着特别可爱，让人忍不住多看几眼。",1,1,1,525,"Fish"
1115,"Fish_Purple_Damselfish","紫雀鲷鱼","体型很小，通体紫色，性情很活跃。",2,1,1,814,"Fish"
1116,"Fish_Redfin_Flamefish","粉鳍火焰鱼","鱼鳍形似火焰，观赏性很强。",994,1,1,3798,"Fish"
1117,"Fish_Redfin_Snapper","红鳍鲷鱼","红色的鱼鳍相当显眼。",992,1,1,785,"Fish"
1118,"Fish_Red_Banded_Fish","红九间鱼","身上带几道深色条纹，喜欢成群结队。",2,1,1,983,"Fish"
1119,"Fish_Red_Goldfish","红金鱼","常见的观赏鱼，相当招人喜欢。",1,1,1,515,"Fish"
1120,"Fish_Red_Grouper","大眼红鱼","肉吃起来特别鲜美，味道很棒。",3,1,1,1835,"Fish"
1121,"Fish_Red_Spotted_Grouper","红斑鱼","带点小斑点，是挺名贵的鱼。",995,1,1,6534,"Fish"
1122,"Fish_White_Angelfish","白燕鱼","鱼鳍较宽，像燕子的翅膀。",992,1,1,1108,"Fish"
1123,"Fish_White_Cod","大头金鱼","白白胖胖，肉特别鲜美。",1,1,1,492,"Fish"
1124,"Fish_White_Perch","白扁鱼","相当有名的食用鱼。",2,1,1,1006,"Fish"
1125,"Fish_Yellow_Green_Snapper","黄绿鲷","黄绿相间，颜色相当特别。",994,1,1,3807,"Fish"
1126,"Fish_Yellow_Porcupinefish","绿刺豚","身上带刺，受惊吓了会鼓成个刺球。",2,1,1,970,"Fish"
1127,"BP_SHT_TOZ66_Fire","蓝图：TOZ-66龙息","用于在工作台研发武器：TOZ-66龙息。",7,1,1,1500,"Formula"
1128,"PST_Glick_Space","空间格力克","小明用特殊的方法注入了空间能量的格力克，虽然其他方面没有提升，但可以使射出的子弹变为空间属性。",7,1,1,5150,"Weapon"
1130,"Backpack_FC","高手背包","游戏高手的象征。",6,1,1,2235,"Backpack"
1131,"ArtichokeFloret","洋蓟瓣","一小簇洋蓟，很多鱼都很喜欢。",95,3,1,212,"Bait"
1132,"CornKernel","玉米粒","*Item_CornKernel_Desc*",95,3,1,212,"Bait"
1133,"DicedMango","芒果丁","*Item_DicedMango_Desc*",95,3,1,212,"Bait"
1134,"Earthworm","蚯蚓","活的。",1,5,1,212,"Bait"
1135,"GrapeGrain","葡萄粒","*Item_GrapeGrain_Desc*",95,3,1,212,"Bait"
1136,"Helmat_PeakedCap","鸭舌帽","钓鱼佬的最爱。",5,1,1,965,"Helmat"
1137,"ArmorLV5_3","五级重型防弹衣","重且结实。",5,1,1,9323,"Armor"
1138,"ArmorLV4_3","四级重型防弹衣","耐久度很好，性价比很高的防弹衣，但在装载能力上做出了一定的妥协。",4,1,1,4808,"Armor"
1139,"ArmorLV3_2","三级重型防弹衣","更重，但也更持久。",3,1,1,2929,"Armor"
1140,"ArmorLV4_2","四级作战防弹衣","重量较轻，还拥有相当多的口袋。",4,1,1,3782,"Armor"
1141,"ArmorLV5_2","五级作战防弹衣","各项能力都相当均衡，就感觉有点小贵。",5,1,1,8158,"Armor"
1142,"ArmorLV3_3","三级作战防弹衣","在重量、耐久度方面表现相当平衡的防弹衣。",3,1,1,2485,"Armor"
1143,"HelmatLV1_2","坦克头盔","有一定的防护能力，但因为把耳朵也罩住了，会影响听力。",1,1,1,97,"Helmat"
1144,"HelmatLV2_2","二级轻型头盔","佩戴起来相当稳固。",2,1,1,473,"Helmat"
1145,"HelmatLV3_2","三级轻型头盔","加厚了的制式装备，有更高的耐久度，但也会更重一些。",3,1,1,1479,"Helmat"
1146,"HelmatLV3_UN","维和头盔","特殊的轻量化设计，在保证了耐久度的同时，重量也更轻了。",3,1,1,1893,"Helmat"
1147,"HelmatLV4_2","四级防弹头盔","在防护性能和舒适度上表现都非常优秀。",4,1,1,3444,"Helmat"
1148,"HelmatLV5_1Hear","五级轻型头盔","在防护性能、轻量化、耐久性、成本方面表现都相当优秀，但特殊的造型使得佩戴耳机相当不便。",5,1,1,3787,"Helmat"
1149,"HelmatLV5_2","五级作战头盔","比较重，但防护性能相当出色的头盔。",5,1,1,6554,"Helmat"
1150,"Key_HiddenWarehouse_Cellar_Fork","地窖岔路钥匙","地窖中一处岔路的钥匙。",5,1,1,1952,"Key"
1151,"Key_Defense_System","防空系统密钥","用于激活防空系统的控制权限，防空系统就位于风暴区。",7,1,1,6000,"SpecialKey"
1152,"Grenade_SpaceBoss","*Item_Grenade_SpaceBoss*","*Item_Grenade_SpaceBoss_Desc*",9,1,1,580,"Special"
1153,"Grenade_SpaceBoss_2","*Item_Grenade_SpaceBoss*","*Item_Grenade_SpaceBoss_Desc*",9,1,1,580,"Special"
1154,"FishingBait","鱼饵","复合调配，各种鱼都很喜欢。",2,5,1,377,"Bait"
1155,"BP_ElecGrenade","蓝图：电击手雷","用于制造电击手雷的蓝图。",1,1,1,50,"Formula"
1156,"BP_FireGrenade","蓝图：燃烧弹","用于制造燃烧弹的蓝图。",1,1,1,50,"Formula"
1157,"BP_ToxGrenade","蓝图：毒雾弹","用于制造毒雾弹的蓝图。",1,1,1,50,"Formula"
1158,"Aquarium","水族箱","*Item_Aquarium_Desc*",2,1,1,500,"Special"
1159,"BP_BR_Storm_Space","蓝图：风暴枪","用于在工作台研发武器：风暴枪。",7,1,1,1500,"Formula"
1160,"Formula_FishingBait","配方：鱼饵","在工作台制作鱼饵的配方。",99,1,1,655,"Formula"
1161,"BP_Bullet_PWL_L","蓝图：大型能量弹","用于制造大型能量弹的蓝图。",9,1,1,50,"Formula"
1162,"Bullet_PWS_H","强化小能量弹","强化了穿甲能力的小能量弹。",9,240,30,180,"Bullet"
1163,"ArmorLV1StormProtection","风暴工作服","使用特殊材质制造的工作服，虽然抵挡子弹的能力很差，但穿上一整套可以抵御空间风暴早期的扰动。",3,1,1,1288,"Armor"
1164,"Quest_Blueprint_ShipSpace","神秘飞船图纸","看不懂的图纸，好像是用来制造飞船的某个部件。",4,1,1,50,"Quest"
1165,"BlueCube","蓝色方块","神秘的蓝色方块，有种熟悉的感觉。",3,9999,1,10,"Special"
1166,"Backpack_Cubbe","方块收集装置","用来收集和储存蓝色方块的容器，使用说明书上写着可以存储灵魂能量。",7,1,1,5288,"Backpack"
1167,"BP_FishingRod_LV2","蓝图：好钓竿","用于在工作台制造好钓竿的蓝图。",6,1,1,500,"Formula"
1168,"BP_FishingRod_LV3","蓝图：厉害钓竿","用于在工作台制造厉害钓竿的蓝图。",6,1,1,500,"Formula"
1169,"Key_JLab_MiniGameCartriage","J-Lab放映室钥匙","J-Lab实验室内某处放映室的钥匙，平时研究员会在里面放松放松。",5,1,1,2680,"Key"
1170,"fiber_Lv2","高级有机纤维","更结实的有机纤维，经常被用来制作轻型防弹衣。",3,10,1,428,"Tool"
1171,"fiber_Lv3","顶级有机纤维","防护性能非常顶尖的有机纤维，常用来制造顶级的防弹衣与头盔。",4,10,1,1289,"Tool"
1172,"Knife_01_Blade","小直刀","使用轻量化材料制作，非常轻便。",2,1,1,3997,"Weapon"
1173,"Knife_02_Short","木柄短刀","普通的木柄短刀。",1,1,1,1367,"Weapon"
1174,"Knife_03_Knuckle","指虎刀","带有弹簧刀刃的指虎。",5,1,1,41667,"Weapon"
1175,"Knife_04_Karambit","爪刀","刀刃全是蓝色，看上去就很贵。",6,1,1,201680,"Weapon"
1176,"Knife_06_Gurkhakukri","廓尔喀弯刀","经典的刀型很容易砍出血来。",4,1,1,25678,"Weapon"
1177,"Knife_07_Bayonet","战术刺刀","制式的军用刺刀。",1,1,1,8645,"Weapon"
1178,"KnifeBox","战术刀具箱","里面可能放着各种各样的刀具，请适度消费。",5,1,1,5000,"Luxury"
1179,"Formula_KnifeBox","配方：战术刀具箱","在工作台制作战术刀具箱的配方。",99,1,1,429,"Formula"
1180,"CandyCan","自制糖果","甜食令人快乐。",3,1,1,470,"Food"
1181,"Candy","棒棒糖","比赛前舔一舔，甜甜的，好吃。",1,3,1,101,"Food"
1182,"PeaceStar","和平星","愿世界和平！",5,1,1,10127,"Gem"
1183,"FakePeaceStar","和平星","已经化作了粉末。",1,1,1,970,"Luxury"
1184,"GunPowderLv5","高级火药","杂质更少，威力更高。",995,300,30,10,"Special"
1185,"BP_Bullet_AR_Piercing6","蓝图：AR-特种穿甲弹","用于在工作台制造AR-特种穿甲弹的蓝图。",0,1,1,50,"Formula"
1186,"BP_Bullet_BR_Piercing6","蓝图：L-特种穿甲弹","用于制造L-特种穿甲弹的蓝图。",0,1,1,50,"Formula"
1187,"BP_Bullet_MAG_Piercing6","蓝图：MAG-特种穿甲弹","用于制造MAG-特种穿甲弹的蓝图。",9,1,1,50,"Formula"
1188,"BP_Bullet_SHT_Break","蓝图：特种霰弹","用于制造特种霰弹的蓝图。",9,1,1,50,"Formula"
1189,"BP_Bullet_SMG_Break","蓝图：S-特种弹","用于制造S-特种弹的蓝图。",9,1,1,50,"Formula"
1190,"BP_Bullet_SNP_Piercing6","特种穿甲狙击弹","用于制造特种穿甲狙击弹的蓝图。",9,1,1,50,"Formula"
1191,"Key_Farm_NorthFactoryRoom","北厂区小屋钥匙","能打开农场镇北厂区内小屋的门。",3,1,1,101,"Key"
1192,"GunPowder_Blue","罐装火药","贴着蓝色标签的罐装火药。",3,5,1,500,"Special"
1193,"GunPowder_Green","罐装火药","贴着绿色标签的罐装火药。",3,5,1,500,"Special"
1194,"GunPowder_Red","罐装火药","贴着红色标签的罐装火药。",4,5,1,800,"Special"
1195,"BP_Bullet_SNP_Piercing2","蓝图：穿甲狙击弹","用于制造穿甲狙击弹的蓝图。",9,1,1,50,"Formula"
1196,"BP_Bullet_AR_Piercing3","蓝图：AR-穿甲弹","用于制造AR-穿甲弹的蓝图。",9,1,1,50,"Formula"
1197,"BP_Bullet_AR_Piercing5","蓝图：AR-高级穿甲弹","用于制造AR-高级穿甲弹的蓝图。",9,1,1,50,"Formula"
1198,"BP_Bullet_BR_Piercing3","蓝图：L-穿甲弹","用于制造L-穿甲弹的蓝图。",9,1,1,50,"Formula"
1199,"BP_Bullet_BR_Piercing5","蓝图：L-高级穿甲弹","用于制造L-高级穿甲弹的蓝图。",9,1,1,50,"Formula"
1200,"BP_Bullet_MAG_Piercing2","蓝图：MAG-穿甲弹","用于制造MAG-穿甲弹的蓝图。",9,1,1,50,"Formula"
1201,"BP_Bullet_MAG_Piercing4","蓝图：MAG-高级穿甲弹","用于制造MAG-高级穿甲弹的蓝图。",9,1,1,50,"Formula"
1202,"BP_Bullet_SHT_Piercing3","蓝图：穿甲霰弹","用于制造穿甲霰弹的蓝图。",9,1,1,50,"Formula"
1203,"BP_Bullet_SHT_Piercing5","蓝图：高级穿甲霰弹","用于制造高级穿甲霰弹的蓝图。",9,1,1,50,"Formula"
1204,"BP_Bullet_SMG_Piercing3","蓝图：S-穿甲弹","用于制造S-穿甲弹的蓝图。",9,1,1,50,"Formula"
1205,"BP_Bullet_SMG_Piercing5","蓝图：S-高级穿甲弹","用于制造S-高级穿甲弹的蓝图。",9,1,1,50,"Formula"
1206,"BP_Bullet_SNP_Piercing4","蓝图：高级穿甲狙击弹","用于制造高级穿甲狙击弹的蓝图。",9,1,1,50,"Formula"
1207,"SaltedFish","战术咸鱼","一根腌的很透的咸鱼，梆硬。",6,1,1,2677,"MeleeWeapon"
1208,"ButcherKnife","猪肉刀","看上去很普通，但材质好像一点都不普通，甚至可以挡住子弹。",5,1,1,3769,"Weapon"
1209,"SMG_ArcadeGun_Normal","玩具枪","威力非常小。",7,1,1,1555,"Weapon"
1210,"Formula_Cola","配方：可乐","制造可乐的配方。",9,1,1,1000,"Formula"
1213,"HelmatLV1StormProtection","风暴工作头盔","使用特殊材质制造的工作头盔，虽然抵挡子弹的能力很差，但穿上一整套可以抵御空间风暴早期的扰动。",3,1,1,768,"Helmat"
1214,"Quest_DefenceShield_Text","防御力场操作说明","手写的防御力场操作说明，字迹有些潦草，但看着有些熟悉。",4,1,1,350,"Quest"
1215,"BP_ArmorLV5","蓝图：五级防弹衣","用于在工作台制作五级防弹衣的蓝图。",7,1,1,1500,"Formula"
1216,"BP_ArmorLV5StormProtection","蓝图：空间防护服终极版","用于在工作台制作空间防护服终极版的蓝图。",7,1,1,9798,"Formula"
1217,"BP_ArmorLV5_2","蓝图：五级作战防弹衣","用于在工作台制作五级作战防弹衣的蓝图。",7,1,1,1500,"Formula"
1218,"BP_ArmorLV5_3","蓝图：五级重型防弹衣","用于在工作台制作五级重型防弹衣的蓝图。",7,1,1,1500,"Formula"
1219,"BP_ArmorLV6","蓝图：六级防弹衣","用于在工作台制作六级防弹衣的蓝图。",7,1,1,1500,"Formula"
1220,"BP_BackpackLV5","蓝图：行军背包MAX","用于在工作台制作行军背包MAX的蓝图。",7,1,1,1500,"Formula"
1221,"BP_HelmatLV5","蓝图：SCIFI面罩","用于在工作台制作SCIFI面罩的蓝图。",7,1,1,1500,"Formula"
1222,"BP_HelmatLV5StormProtection","蓝图：空间防护头盔最终版","用于在工作台制作空间防护头盔最终版的蓝图。",7,1,1,7898,"Formula"
1223,"BP_HelmatLV5_1Hear","蓝图：五级轻型头盔","用于在工作台制作五级轻型头盔的蓝图。",7,1,1,1500,"Formula"
1224,"BP_HelmatLV5_2","蓝图：五级作战头盔","用于在工作台制作五级作战头盔的蓝图。",7,1,1,1500,"Formula"
1225,"BP_HelmatLV6","蓝图：神之电焊头","用于在工作台制作神之电焊头的蓝图。",7,1,1,1500,"Formula"
1226,"Key_Farm_Nursing_Computer","疗养院机房钥匙","能打开疗养院内机房的门。",2,1,1,224,"Key"
1227,"Key_Farm_Nursing_Restaurant","疗养院餐厅钥匙","能打开疗养院内餐厅的门。",3,1,1,439,"Key"
1228,"Key_Farm_Nursing_Room_1","疗养院房间钥匙-1","能打开疗养院内某个房间的门。",2,1,1,214,"Key"
1229,"Key_Farm_Nursing_Room_2","疗养院房间钥匙-2","能打开疗养院内某个房间的门。",3,1,1,377,"Key"
1230,"Accelerator","加速器","似乎是用来处理某种特殊晶体的机器。",3,1,1,871,"JLab"
1231,"ConcentratedSlurry","浓缩浆质","忍不住想尝一口。",9,1,1,500,"Special"
1232,"CrystalBattery","晶体电池","储存着巨大的电力。",999,1,1,500,"Special"
1233,"CrystalFiltrationUnit","晶体过滤单元","似乎是用来处理某种特殊晶体的机器。",2,1,1,518,"JLab"
1234,"CrystalBooster","晶体增压器","似乎是用来处理某种特殊晶体的机器。",2,1,1,622,"JLab"
1235,"BulkSpaceCrystal","大块空间晶体","空间晶体的聚合体，小心一点可以将它拆开。",9,5,1,3600,"Special"
1236,"SpaceEye","风暴眼","风暴虫的眼睛。",9,10,1,300,"Special"
1237,"Formula_ConcentratedSlurry","配方：浓缩浆质","制造浓缩浆质的配方。",9,1,1,8888,"Formula"
1238,"AR_MF_Poison","MF-毒液","让射出的子弹裹上浓缩浆质，会让命中的目标中毒。",9,1,1,3956,"Weapon"
1239,"EGun_Magic_Red","???","???",9,1,1,284,"Weapon"
1240,"BP_AR_MF_Poison","蓝图：MF-毒液","用于在工作台研发武器：MF-毒液。",9,1,1,1000,"Formula"
1241,"CarBattery","汽车电池","汽车用的高容量电池。",5,1,1,7515,"Tool"
1242,"RedEye","???","看起来不太稳定，不知道吃下去会怎么样？",2,1,1,3974,"Special"
1243,"Splint","骨夹板","用于快速治疗骨折。",1,1,1,105,"Medic"
1244,"SplintAdvanced","高级骨夹板","用于快速治疗骨折，可用多次。",3,1,1,468,"Medic"
1245,"SurgicalKit","手术包","用于治疗创伤。",3,1,1,488,"Medic"
1246,"SurgicalKitL","增强手术包","用于治疗创伤。",4,1,1,1678,"Medic"
1247,"Injection_BleedResist","止血针","移除流血状态，且一段时间内免疫流血。",2,3,1,448,"Injector"
1248,"SmallAxe","斧子","平平无奇的斧子。",1,1,1,377,"Weapon"
1249,"Armor_Football_1","休闲套装","条纹Polo衫配红短裤。",9,1,1,230,"Armor"
1250,"Armor_Football_2","运动背心","破了几个洞。",9,1,1,160,"Armor"
1251,"FackMask_Football_Glass","金丝眼镜","没有镜片。",9,1,1,80,"FaceMask"
1252,"HeadsetLV2","橘子耳机","能够大幅提高听觉灵敏度，可以听到声音来自于哪个方向。",4,1,1,1850,"Headset"
1253,"GoldBadge","纯金徽章","纯金打造。",6,1,1,55898,"Luxury"
1254,"Crown","皇冠","欲戴王冠，必承其重。",7,1,1,21593218,"Luxury"
1255,"ToteBag","手提袋","顶级奢侈品牌推出的手提袋。",4,1,1,6666,"Luxury"
1256,"MoonShine","灵魂私酒","使用秘密配方酿造的私酒，传闻加入了可乐。",6,1,1,12490,"Food"
1257,"ShitBall","粪球","可以扔出去。",1,5,1,10,"Shit"
1258,"EGun_AR_Storm_Virus","???","*Item_EGun_AR_Storm_Virus_Desc*",9,1,1,284,"Weapon"
1259,"Kazoo","卡祖笛","老吴的音乐梦想！",3,1,1,2688,"Luxury"
